Sector,Indicator,Unit,Country,Year,Variable,Value
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2011,historic,12.817153386965899
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2012,historic,12.1782319881595
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2013,historic,11.4265535920729
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2014,historic,10.809001103322801
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2015,historic,10.005151357905302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2016,historic,9.455007424753859
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ET,2017,historic,8.931950694309052
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1990,historic,3.9224290895351404
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1991,historic,3.9013574670027205
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1992,historic,3.77796043833872
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1993,historic,3.76878646816338
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1994,historic,3.66268770117444
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1995,historic,3.63556413773314
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1996,historic,3.70902677557658
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1997,historic,3.57813158440316
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1998,historic,3.4930093884148903
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,1999,historic,3.38500458417962
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2000,historic,3.27432953321918
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2001,historic,3.26744558286668
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2002,historic,3.19448938452316
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2003,historic,3.2317835933571697
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2004,historic,3.1740378095993798
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2005,historic,3.1159772041834404
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2006,historic,3.0086315056206296
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2007,historic,2.8587941007723905
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2008,historic,2.8446260105428602
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2009,historic,2.8166518467947697
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2010,historic,2.8770741392721897
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2011,historic,2.69510732136263
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2012,historic,2.6972618593993105
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2013,historic,2.68087673562338
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2014,historic,2.52894398279004
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2015,historic,2.51602084524183
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2016,historic,2.50930632711701
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),EU,2017,historic,2.47987638691611
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),GM,2017,historic,0.0
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1990,historic,5.99980056300627
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1991,historic,6.12535032867609
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1992,historic,5.93917169964975
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1993,historic,5.71777389647569
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1994,historic,5.5710809312108305
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1995,historic,5.346269366083111
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1996,historic,5.07317191264601
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1997,historic,5.06982684624197
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1998,historic,4.811756116682671
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,1999,historic,4.56064977914563
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2000,historic,4.50917446819097
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2001,historic,4.31088083016048
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2002,historic,4.313499699917379
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2003,historic,4.07254467209211
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2004,historic,3.92858556515697
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2005,historic,3.7627512998567
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2006,historic,3.58896717962553
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2007,historic,3.55403929878237
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2008,historic,3.67609695293382
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2009,historic,3.70546297068041
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2010,historic,3.62537199137436
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2011,historic,3.62895502530456
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2012,historic,3.4676062713263
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2013,historic,3.31156715463911
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2014,historic,3.18263368449512
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2015,historic,3.02872303927598
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2016,historic,2.8757395797814302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),IN,2017,historic,2.7864499940366
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1990,historic,3.91735825697595
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1991,historic,3.79724976577718
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1992,historic,3.69774773579431
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1993,historic,3.62885202854428
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1994,historic,3.5479456941723995
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1995,historic,3.4549768555577702
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1996,historic,3.3986902483284105
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1997,historic,3.3698087005257302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1998,historic,3.79963101504151
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,1999,historic,4.100148111489
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2000,historic,4.02463286231726
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2001,historic,3.97820048494963
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2002,historic,3.7937126615622803
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2003,historic,3.74315938925193
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2004,historic,3.7032144513936096
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2005,historic,3.5192510598311095
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2006,historic,3.46384476476702
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2007,historic,3.28668463763139
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2008,historic,3.07792830867333
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2009,historic,3.03860541590557
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2010,historic,2.8431412904610895
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2011,historic,2.8161971726118797
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2012,historic,2.9108649299562
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2013,historic,2.7837507068505096
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2014,historic,2.7297937885636903
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2015,historic,2.57872418349765
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2016,historic,2.41324334667237
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),ID,2017,historic,2.41796948867433
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1990,historic,3.1266925192671002
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1991,historic,3.0803447916529705
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1992,historic,3.09330529592214
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1993,historic,3.13915261707798
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1994,historic,3.20029246979299
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1995,historic,3.23410502395267
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1996,historic,3.18445826455029
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1997,historic,3.1564830126875
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1998,historic,3.1314905061939
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,1999,historic,3.2290820582785202
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2000,historic,3.1807067379928196
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2001,historic,3.13128751454009
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2002,historic,3.1832338051477302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2003,historic,3.1065180150086302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2004,historic,3.0678514333336904
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2005,historic,3.0230732356874706
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2006,historic,2.9636201114037504
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2007,historic,2.90844502773242
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2008,historic,2.7481140800544397
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2009,historic,2.8550423079909106
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2010,historic,2.80084410923863
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2011,historic,2.75193245535559
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2012,historic,2.6908196536857902
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2013,historic,2.64811561699472
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2014,historic,2.56303531445656
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2015,historic,2.50271298497169
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2016,historic,2.4578638578686403
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),JP,2017,historic,2.4402319311861502
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1990,historic,11.4908036537906
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1991,historic,13.544084428478
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1992,historic,15.035067309173401
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1993,historic,13.7270693163206
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1994,historic,12.0035108197631
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1995,historic,12.658650014318301
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1996,historic,10.860749581268301
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1997,historic,9.08565882996186
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1998,historic,9.45724733591089
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,1999,historic,8.2059557995831
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2000,historic,5.997490420480929
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2001,historic,5.227153499175019
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2002,historic,4.52764956955689
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2003,historic,4.7969096161649105
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2004,historic,4.77814359656948
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2005,historic,5.1860998356344
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2006,historic,4.69967428469068
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2007,historic,5.310659034145269
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2008,historic,5.783240297116881
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2009,historic,4.757692721264941
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2010,historic,4.86089217944113
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2011,historic,5.00652797277415
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2012,historic,4.64192872912376
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2013,historic,4.51710739541717
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2014,historic,3.85777868127113
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2015,historic,4.00051409125318
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2016,historic,3.9765957893793704
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),KZ,2017,historic,3.85234862502383
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1990,historic,3.00505673840474
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1991,historic,2.98045514211458
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1992,historic,2.88417209466898
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1993,historic,2.8316780842768403
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1994,historic,2.8225080243915803
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1995,historic,2.90131117762798
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1996,historic,2.76787962723686
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1997,historic,2.61064655431985
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1998,historic,2.55326104985952
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,1999,historic,2.4863811732502996
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2000,historic,2.45527739349662
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2001,historic,2.4067942270192404
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2002,historic,2.42217189009676
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2003,historic,2.4841667403469
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2004,historic,2.5084041333888702
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2005,historic,2.54369302014247
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2006,historic,2.5537712592429
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2007,historic,2.5486775754099598
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2008,historic,2.59542713531411
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2009,historic,2.60004041303436
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2010,historic,2.61425180893673
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2011,historic,2.58799423364888
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2012,historic,2.4747134136932596
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2013,historic,2.4483673130369503
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2014,historic,2.36463003522007
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2015,historic,2.31035574853615
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2016,historic,2.28138217901762
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),MX,2017,historic,2.2456395323379703
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1990,historic,10.546368002344801
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1991,historic,10.2333068885092
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1992,historic,10.0445350808902
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1993,historic,9.94592670732216
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1994,historic,9.51731934265455
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1995,historic,9.47830941657696
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1996,historic,9.22420190053632
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1997,historic,9.05195944484549
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1998,historic,9.00889185013234
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,1999,historic,9.07964151914454
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2000,historic,9.04441307019112
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2001,historic,8.92206750084125
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2002,historic,9.007827610905991
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2003,historic,8.91652681655903
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2004,historic,8.641793338697338
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2005,historic,8.61587379633002
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2006,historic,8.33633999320341
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2007,historic,8.213608365138219
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2008,historic,7.9777336248919
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2009,historic,7.87747337963565
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2010,historic,7.7430061039409805
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2011,historic,7.74828095037628
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2012,historic,7.064609596967441
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2013,historic,7.56449194691792
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2014,historic,7.41567089642969
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2015,historic,7.18461876906176
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2016,historic,7.81122518475111
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NP,2017,historic,7.655279561837139
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1990,historic,5.014482140215059
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1991,historic,5.1362518291754
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1992,historic,5.15254449562992
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1993,historic,4.98542464973651
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1994,historic,5.012740763470361
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1995,historic,5.005993674871879
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1996,historic,4.96395981872422
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1997,historic,4.93546915821648
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1998,historic,4.8431926923978095
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,1999,historic,4.78969116621246
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2000,historic,4.91090754815374
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2001,historic,4.74294401603981
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2002,historic,4.73115196084955
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2003,historic,4.29498625688234
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2004,historic,4.25654800092391
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2005,historic,3.90975811589956
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2006,historic,3.84555997408579
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2007,historic,3.74954416423704
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2008,historic,3.78270907826725
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2009,historic,3.7509223768017796
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2010,historic,3.8151352190314003
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2011,historic,3.67568966974719
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2012,historic,3.6388073701845896
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2013,historic,3.64306543365066
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2014,historic,3.76516424483671
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2015,historic,3.59977262801512
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2016,historic,3.53914726855237
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NZ,2017,historic,3.48531392496861
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1990,historic,3.94686244530596
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1991,historic,3.7830779427458197
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1992,historic,3.6111751668542404
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1993,historic,3.61146687298639
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1994,historic,3.51421345514767
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1995,historic,3.50180631518219
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1996,historic,3.39444335075657
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1997,historic,3.21111369737507
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1998,historic,3.25186296754116
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,1999,historic,3.2241436517082502
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2000,historic,3.1224331523438997
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2001,historic,3.1485605822725296
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2002,historic,3.0419507575044302
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2003,historic,3.0504424355164304
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2004,historic,2.9739022384554796
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2005,historic,2.89289131025877
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2006,historic,2.8185938839192004
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2007,historic,2.7995372072012903
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2008,historic,2.79815739433944
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2009,historic,2.71986782185488
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2010,historic,2.87663361759309
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2011,historic,2.76186337225577
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2012,historic,2.6980487904048402
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2013,historic,2.6441692983347997
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2014,historic,2.52393272637575
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2015,historic,2.51872920213992
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2016,historic,2.51020846074829
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),NO,2017,historic,2.46961526577886
Macro,Final energy intensity of GDP,TJ (final) / mln. USD2012 (PPP),PE,1990,historic,3.03513694333966
