Name,Type,Breed,Outcome Type,Days in Shelter
*CINDY,CAT,DOMESTIC SH,ADOPTION,10
HACHI,DOG,GERM SHEPHERD,TRANSFER,30
JAKE,DOG,LABRADOR RETR,RETURN TO OWNER,2
,DOG,PARSON RUSS TER/MIX,EUTHANIZE,16
AUTUMN,CAT,DOMESTIC SH,RTOS,2
*JASMINE,CAT,DOMESTIC SH,ADOPTION,37
*STAR,CAT,DOMESTIC SH,ADOPTION,79
PRINCESS,DOG,CHIHUAHUA SH,RETURN TO OWNER,1
BRUNO,DOG,PIT BULL/MIX,ADOPTION,35
,OTHER,RABBIT SH,TRANSFER,1
,CAT,DOMESTIC SH,RETURN TO OWNER,12
,CAT,SIAMESE/MIX,EUTHANIZE,0
CHEWBIE,DOG,CHIHUAHUA LH/MIX,RETURN TO OWNER,39
,CAT,DOMESTIC MH,EUTHANIZE,9
,CAT,DOMESTIC SH,RETURN TO OWNER,4
,OTHER,KOI,ADOPTION,38
PRINCE MATT,DOG,SCHNAUZER MIN,EUTHANIZE,7
JACK,DOG,LABRADOR RETR/MIX,EUTHANIZE,24
BEBE,DOG,RAT TERRIER,RETURN TO OWNER,1
*FAVIAN,CAT,DOMESTIC SH,ADOPTION,40
*TRINITY,CAT,DOMESTIC SH,ADOPTION,63
HONEY,DOG,PIT BULL,RETURN TO OWNER,6
SCAR,DOG,AUST SHEPHERD/SIBERIAN HUSKY,RETURN TO OWNER,0
,CAT,DOMESTIC LH,TRANSFER,4
ACE,DOG,QUEENSLAND HEEL/MIX,RETURN TO OWNER,6
RUBY,DOG,MIN PINSCHER,ADOPTION,11
MISSY,DOG,PIT BULL,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,11
SADIE,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,1
*PHILIP,CAT,DOMESTIC MH,ADOPTION,59
*BACON,CAT,DOMESTIC SH,ADOPTION,15
POGO,CAT,DOMESTIC SH,ADOPTION,51
CLIFFORD,DOG,CHIHUAHUA SH/MIN PINSCHER,RETURN TO OWNER,3
*JOHNY,CAT,DOMESTIC SH,ADOPTION,14
NIGEL,DOG,PARSON RUSS TER/MIX,RETURN TO OWNER,0
ZEPPLIN,DOG,PIT BULL,EUTHANIZE,7
CORY,CAT,DOMESTIC SH,ADOPTION,3
,CAT,DOMESTIC SH,TRANSFER,3
*BRADLEY,CAT,DOMESTIC SH,TRANSFER,32
BAILEY,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
RANGER,DOG,GERM SHEPHERD/MIX,EUTHANIZE,134
SHADOW,DOG,CATAHOULA/MIX,RETURN TO OWNER,1
POLAR BEAR,DOG,MALTESE,TRANSFER,11
WHITE FOOT,CAT,DOMESTIC SH,ADOPTION,3
*DONNIE,DOG,LABRADOR RETR,ADOPTION,14
*COOPER,DOG,MASTIFF/MIX,ADOPTION,21
,CAT,DOMESTIC SH,TRANSFER,0
TYSON,DOG,PIT BULL,RETURN TO OWNER,1
OSCAR,CAT,DOMESTIC SH,ADOPTION,52
44329787,CAT,DOMESTIC SH,TRANSFER,0
BRODY,DOG,YORKSHIRE TERR/MIX,RETURN TO OWNER,0
REX,DOG,AUST CATTLE DOG/MIX,ADOPTION,20
KILO,DOG,PIT BULL,RETURN TO OWNER,3
KODA,DOG,SIBERIAN HUSKY/SIBERIAN HUSKY,ADOPTION,41
,CAT,DOMESTIC SH,TRANSFER,1
JADE,DOG,PIT BULL/MIX,RETURN TO OWNER,12
*STEPHEN,DOG,CHIHUAHUA SH/MIX,TRANSFER,26
,CAT,DOMESTIC SH,EUTHANIZE,0
IVY,DOG,SIBERIAN HUSKY/AUST CATTLE DOG,ADOPTION,6
,OTHER,SKUNK,DISPOSAL,10
,CAT,DOMESTIC LH,EUTHANIZE,2
BERNADETTE,CAT,DOMESTIC SH,ADOPTION,9
PANTHERETTE,CAT,DOMESTIC SH,ADOPTION,6
*SLEEPY,OTHER,LOP-HOLLAND,TRANSFER,41
DAISY,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,4
KATY,CAT,DOMESTIC SH,ADOPTION,41
,OTHER,KOI,ADOPTION,38
*REBECCA,CAT,DOMESTIC SH,ADOPTION,81
*TYLER,CAT,DOMESTIC SH,ADOPTION,9
ODESSA,DOG,PIT BULL,ADOPTION,52
,CAT,DOMESTIC SH,RETURN TO OWNER,8
*CHASE,DOG,POMERANIAN/MIX,EUTHANIZE,9
,OTHER,RABBIT SH,EUTHANIZE,0
LITTLE GIRL,DOG,CHIHUAHUA LH,RETURN TO OWNER,7
BAILEY,DOG,CAIRN TERRIER,RETURN TO OWNER,2
*MISSY,DOG,QUEENSLAND HEEL/SIBERIAN HUSKY,TRANSFER,20
*BIRDIE,CAT,DOMESTIC SH,ADOPTION,44
EVE,DOG,PIT BULL/MIX,RETURN TO OWNER,4
ACE,DOG,BEAGLE/MIX,RETURN TO OWNER,0
*BUSTER,DOG,GOLDEN RETR/AUST CATTLE DOG,ADOPTION,38
*TILTON,CAT,DOMESTIC SH,ADOPTION,2
,CAT,MANX,TRANSFER,11
HOPE A LONG,OTHER,RABBIT SH,ADOPTION,50
LOBITO,DOG,SIBERIAN HUSKY,RETURN TO OWNER,10
,CAT,DOMESTIC SH,EUTHANIZE,1
MIMI,CAT,DOMESTIC SH,ADOPTION,28
,CAT,DOMESTIC SH,TRANSFER,3
KANE,DOG,AMER BULLDOG/MIX,EUTHANIZE,0
RUBY,DOG,CHIHUAHUA SH/MIX,ADOPTION,35
IZZY,DOG,CHIHUAHUA SH/MIX,TRANSFER,60
LUCKY,DOG,PIT BULL/MIX,RETURN TO OWNER,1
,DOG,CHIHUAHUA SH,EUTHANIZE,16
*DAVID,OTHER,PARAKEET,ADOPTION,13
SHELDON,CAT,DOMESTIC SH,ADOPTION,2
*UDON,CAT,DOMESTIC SH,ADOPTION,69
,DOG,PIT BULL/MIX,EUTHANIZE,23
*RICO,DOG,PIT BULL/MIX,EUTHANIZE,21
*STANLEY,DOG,CHIHUAHUA SH/MIX,ADOPTION,14
*TIGGER,CAT,DOMESTIC SH,ADOPTION,2
*ROCKY,DOG,PIT BULL/MIX,ADOPTION,13
FLASH,DOG,ENG BULLDOG,RETURN TO OWNER,1
,CAT,HIMALAYAN,EUTHANIZE,0
,CAT,DOMESTIC SH,RETURN TO OWNER,2
SASHA,CAT,DOMESTIC LH,ADOPTION,39
AUTUMN,CAT,DOMESTIC MH,ADOPTION,22
THUMPER,OTHER,REX,TRANSFER,8
*LIL JOE,OTHER,RABBIT SH,TRANSFER,16
,CAT,DOMESTIC SH,TRANSFER,5
TASHA,DOG,PUG,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,0
*CHLOE,CAT,DOMESTIC SH,ADOPTION,50
,CAT,DOMESTIC SH,TRANSFER,0
EDGAR,DOG,WELSH CORGI CAR/MIX,RETURN TO OWNER,16
,CAT,DOMESTIC SH,RETURN TO OWNER,3
ABBY,OTHER,RAT,ADOPTION,12
,CAT,DOMESTIC SH,EUTHANIZE,4
PETRIE,CAT,DOMESTIC LH,ADOPTION,29
HIYU,DOG,GERM SHEPHERD,RETURN TO OWNER,1
SADIE,DOG,AUST SHEPHERD,RETURN TO OWNER,6
,CAT,DOMESTIC LH,DISPOSAL,0
*PICASSO,DOG,PIT BULL/MIX,ADOPTION,43
BAILEY,DOG,LABRADOR RETR/SIBERIAN HUSKY,TRANSFER,21
,CAT,DOMESTIC SH,TRANSFER,11
CROUTON,CAT,SIAMESE,EUTHANIZE,7
KAYA,DOG,STAFFORDSHIRE,RETURN TO OWNER,1
CHUY,DOG,BELG MALINOIS/MIX,RETURN TO OWNER,1
*STRATHEE,CAT,DOMESTIC SH,ADOPTION,24
,DOG,PIT BULL,EUTHANIZE,20
PEPSI,DOG,PIT BULL,TRANSFER,76
*COOKIE,CAT,DOMESTIC SH,ADOPTION,75
ESTRELLA,DOG,GERM SHEPHERD,RETURN TO OWNER,3
JANEY,DOG,AM PIT BULL TER,RETURN TO OWNER,2
,OTHER,SHEEP,RETURN TO OWNER,1
*LAUREL,DOG,PIT BULL/MIX,TRANSFER,35
,CAT,DOMESTIC SH,TRANSFER,0
BINX,CAT,DOMESTIC LH,RETURN TO OWNER,0
MARLEY,DOG,CHIHUAHUA SH,RETURN TO OWNER,7
TOBIE,DOG,SIBERIAN HUSKY,RETURN TO OWNER,5
PETA,DOG,RAT TERRIER/CHIHUAHUA SH,RETURN TO OWNER,38
*MAGGIE,CAT,DOMESTIC SH,ADOPTION,24
MURPHY,DOG,WELSH CORGI CAR/MIX,RETURN TO OWNER,20
JACOB,DOG,LABRADOR RETR/GREAT PYRENEES,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,15
*JAKE,CAT,DOMESTIC SH,ADOPTION,40
*GEORGE,DOG,PIT BULL/MIX,ADOPTION,169
,CAT,DOMESTIC SH,RETURN TO OWNER,3
*ARTHUR,CAT,ABYSSINIAN/MIX,ADOPTION,53
*ANGIE,CAT,DOMESTIC SH,ADOPTION,20
*SMOKEY,DOG,GERM SHEPHERD,TRANSFER,43
KELSEY,DOG,LABRADOR RETR,RETURN TO OWNER,0
,CAT,DOMESTIC SH,EUTHANIZE,8
*STEVE,CAT,DOMESTIC SH,ADOPTION,48
*NAGEL,CAT,DOMESTIC SH/DOMESTIC SH,ADOPTION,25
,CAT,DOMESTIC SH,TRANSFER,0
MOMMAS,DOG,PIT BULL,RETURN TO OWNER,2
PANDA,CAT,DOMESTIC SH,ADOPTION,0
*SALLY,OTHER,GOAT,TRANSFER,16
BENTLEY,DOG,PIT BULL/BORDER COLLIE,ADOPTION,49
*MICAH,DOG,RHOD RIDGEBACK/MIX,ADOPTION,20
,DOG,GOLDEN RETR,TRANSFER,14
,CAT,DOMESTIC SH,RETURN TO OWNER,6
VOLCAN,DOG,PIT BULL,EUTHANIZE,16
LOUISE,CAT,DOMESTIC SH,ADOPTION,18
JOY,DOG,BASENJI/MIX,RETURN TO OWNER,1
ROCKY,DOG,RAT TERRIER/MIX,EUTHANIZE,13
*CHER,DOG,CHIHUAHUA SH/MIX,TRANSFER,14
ZIGGY,DOG,DACHSHUND,RETURN TO OWNER,4
*ABBY,DOG,PIT BULL/MIX,ADOPTION,42
DIXIE,DOG,GERM SHEPHERD,ADOPTION,20
ASHEY,CAT,DOMESTIC SH,RETURN TO OWNER,3
,OTHER,SHEEP,RETURN TO OWNER,1
KIBBLES,CAT,DOMESTIC SH,TRANSFER,22
SOPHINE,DOG,CHIHUAHUA SH,ADOPTION,28
*MEOWY,CAT,DOMESTIC MH,ADOPTION,23
*TOM,CAT,DOMESTIC SH,ADOPTION,13
TUESDAY,DOG,MALTESE,EUTHANIZE,13
SMUDGIE,CAT,DOMESTIC MH,EUTHANIZE,7
,CAT,DOMESTIC LH,TRANSFER,4
HENRY,DOG,WELSH CORGI CAR,RETURN TO OWNER,1
,DOG,CHIHUAHUA SH,EUTHANIZE,27
*SAM,CAT,SIAMESE,ADOPTION,3
KUBO,CAT,DOMESTIC SH,ADOPTION,20
BONNIE,DOG,PIT BULL,RETURN TO OWNER,0
*BURT,CAT,DOMESTIC SH,ADOPTION,9
GILBERT,DOG,PARSON RUSS TER/MIX,ADOPTION,86
,DOG,CATAHOULA/MIX,RETURN TO OWNER,10
KIX,CAT,DOMESTIC LH,RETURN TO OWNER,1
,CAT,DOMESTIC SH,RETURN TO OWNER,8
CHAPO,DOG,PIT BULL,RETURN TO OWNER,4
,CAT,DOMESTIC SH,TRANSFER,1
,CAT,DOMESTIC SH,TRANSFER,3
SANDRA CERVANTES,CAT,DOMESTIC SH,ADOPTION,87
CC,DOG,POMERANIAN/MIX,RETURN TO OWNER,1
,OTHER,RABBIT SH,EUTHANIZE,0
MALA,DOG,CHIHUAHUA SH/MIX,EUTHANIZE,16
ARTURO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,1
,CAT,DOMESTIC SH,RETURN TO OWNER,9
*PENNY,DOG,CHIHUAHUA LH,ADOPTION,1
REYNA,DOG,PIT BULL,ADOPTION,80
,CAT,DOMESTIC SH,TRANSFER,0
*ARNOLD,CAT,DOMESTIC SH,TRANSFER,15
,CAT,DOMESTIC SH,TRANSFER,9
OREO,CAT,DOMESTIC SH,RETURN TO OWNER,0
GHOST,DOG,PIT BULL,EUTHANIZE,23
BILLY,DOG,CAIRN TERRIER/MIX,TRANSFER,57
,OTHER,GOAT,RETURN TO OWNER,2
*LANCE,DOG,YORKSHIRE TERR,TRANSFER,12
SAL,DOG,PARSON RUSS TER,RETURN TO OWNER,1
*CYNTHIA,CAT,SIAMESE/MIX,ADOPTION,30
DAISY,DOG,BOXER/MIX,ADOPTION,192
,CAT,DOMESTIC SH,EUTHANIZE,5
*TAMMY,CAT,DOMESTIC SH,ADOPTION,25
MIKE,CAT,DOMESTIC SH,ADOPTION,46
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC LH,RETURN TO OWNER,5
,CAT,DOMESTIC SH,TRANSFER,14
MISSY,CAT,DOMESTIC LH,RETURN TO OWNER,8
DEBBIE,CAT,DOMESTIC SH,EUTHANIZE,14
,CAT,DOMESTIC LH,RETURN TO OWNER,15
*PEARL,DOG,SCHNAUZER MIN/MIX,TRANSFER,24
WIATT,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
PATCHES,DOG,CHIHUAHUA LH,RETURN TO OWNER,0
MILO,CAT,SIAMESE,ADOPTION,14
*OSCAR,DOG,CHINESE SHARPEI/MIX,ADOPTION,51
CHULA,DOG,LABRADOR RETR/SIBERIAN HUSKY,RETURN TO OWNER,1
JEDI,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,4
BUTTERS,DOG,WELSH CORGI PEM/BORDER COLLIE,RETURN TO OWNER,38
,OTHER,SHEEP,RETURN TO OWNER,1
*EDDY,CAT,DOMESTIC SH,ADOPTION,26
,CAT,DOMESTIC SH,EUTHANIZE,0
NORTH,DOG,GREAT PYRENEES,RETURN TO OWNER,3
,DOG,LABRADOR RETR,RETURN TO OWNER,25
CHILI,CAT,DOMESTIC MH,EUTHANIZE,1
MINNIE,DOG,SHIH TZU,RETURN TO OWNER,1
*RONNIE,OTHER,LOP-HOLLAND,ADOPTION,27
*RUSTY,CAT,DOMESTIC SH,ADOPTION,4
MARLEY,DOG,BOXER,RETURN TO OWNER,1
*RED,DOG,AUST CATTLE DOG,TRANSFER,37
*LUCY,CAT,DOMESTIC SH,ADOPTION,6
PUGSLEY,CAT,DOMESTIC SH,RETURN TO OWNER,4
,CAT,DOMESTIC SH,TRANSFER,0
*POPPY,DOG,MIN PINSCHER,ADOPTION,14
COOKIE,DOG,GREAT PYRENEES/AKBASH,RETURN TO OWNER,2
KITA,DOG,PIT BULL,ADOPTION,10
*MAX,CAT,DOMESTIC SH,ADOPTION,81
MUNECA,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,2
,CAT,DOMESTIC SH,EUTHANIZE,12
,DOG,PIT BULL,EUTHANIZE,21
,DOG,AUST CATTLE DOG/MIX,TRANSFER,7
*ASIL,DOG,PIT BULL,TRANSFER,25
ODIN,DOG,LABRADOR RETR,TRANSFER,33
,OTHER,CHICKEN,EUTHANIZE,19
*ALEX,CAT,DOMESTIC SH,ADOPTION,8
JOJO,DOG,RAT TERRIER/MIX,EUTHANIZE,139
*HASS,DOG,GERM SHEPHERD/MIX,EUTHANIZE,34
*STAN,CAT,DOMESTIC SH,ADOPTION,27
*DUSTY,CAT,DOMESTIC SH,ADOPTION,40
,CAT,DOMESTIC LH,EUTHANIZE,0
,CAT,DOMESTIC SH,TRANSFER,1
,CAT,DOMESTIC SH,DIED,4
BRUNO LEE,DOG,POODLE TOY/CAIRN TERRIER,ADOPTION,44
*JESSICA,OTHER,AMERICAN,TRANSFER,112
MAYA,DOG,POMERANIAN/CHIHUAHUA SH,RETURN TO OWNER,0
NELL,CAT,DOMESTIC SH,RETURN TO OWNER,32
SUGAR,DOG,MALTESE,ADOPTION,25
*RUDY,CAT,DOMESTIC SH,ADOPTION,46
MILEY,CAT,DOMESTIC SH,ADOPTION,9
*YARRI,OTHER,GUINEA PIG,TRANSFER,23
*JOHN,CAT,DOMESTIC SH,ADOPTION,39
,CAT,DOMESTIC SH,TRANSFER,0
JACK,DOG,GERM SHEPHERD/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,RETURN TO OWNER,5
LIL GIRL,CAT,DOMESTIC LH,ADOPTION,3
ABRAM,DOG,ST BERNARD SMTH,RETURN TO OWNER,2
COOPER HURTADO,DOG,LABRADOR RETR,RETURN TO OWNER,1
,CAT,DOMESTIC SH,EUTHANIZE,0
*FERDINAND,DOG,BULLMASTIFF,ADOPTION,9
*FALSTAFF,DOG,BULLMASTIFF,ADOPTION,21
BISON,DOG,PIT BULL/MIX,RETURN TO OWNER,0
REBEL,DOG,CHIHUAHUA SH,ADOPTION,14
,OTHER,BAT,EUTHANIZE,0
OLIVER,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,3
*ABBY,DOG,LABRADOR RETR/GERM SHEPHERD,ADOPTION,8
,CAT,DOMESTIC SH,EUTHANIZE,0
WINTER,DOG,SIBERIAN HUSKY,RETURN TO OWNER,0
*CHEWY,CAT,DOMESTIC SH,ADOPTION,20
GINGER,DOG,DACHSHUND WH,ADOPTION,9
VITA,DOG,GERM SHEPHERD/ROTTWEILER,TRANSFER,66
,CAT,DOMESTIC SH,TRANSFER,7
SANDY,DOG,AUST SHEPHERD/GOLDEN RETR,ADOPTION,14
WILLOW,DOG,GREAT PYRENEES/MIX,ADOPTION,12
SOPHIE,CAT,DOMESTIC LH,ADOPTION,42
ZALAH,DOG,SIBERIAN HUSKY,RETURN TO OWNER,1
,CAT,DOMESTIC SH,TRANSFER,18
,OTHER,BAT,EUTHANIZE,0
,CAT,DOMESTIC SH,TRANSFER,3
*ASHLEY,DOG,PIT BULL/LABRADOR RETR,ADOPTION,12
,CAT,DOMESTIC SH,ESCAPED/STOLEN,0
*VICTORIA,CAT,DOMESTIC SH,ADOPTION,29
BHODI,DOG,LABRADOR RETR,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,6
,CAT,DOMESTIC MH,TRANSFER,3
*SHELIA,DOG,QUEENSLAND HEEL/MIX,ADOPTION,19
OSA,DOG,GERM SHEPHERD/PIT BULL,EUTHANIZE,11
MAMA,CAT,DOMESTIC SH,ADOPTION,15
ROO,DOG,PIT BULL,ADOPTION,82
GUS,DOG,SHIH TZU,RETURN TO OWNER,0
APRICOT,DOG,PIT BULL,RETURN TO OWNER,0
BANDIT,DOG,LABRADOR RETR,RETURN TO OWNER,0
BAILEY HELEN,CAT,DOMESTIC SH,ADOPTION,44
,CAT,DOMESTIC MH,EUTHANIZE,0
SIMBA,DOG,CHIHUAHUA SH,TRANSFER,21
RYDER,DOG,PIT BULL,RETURN TO OWNER,1
EMMA,DOG,GERM SHEPHERD,RETURN TO OWNER,0
PIPPA,DOG,PARSON RUSS TER/MIX,EUTHANIZE,12
ASTON JR,DOG,GERM SHEPHERD,EUTHANIZE,14
HOUND DAWG,DOG,TR WALKER HOUND/MIX,RETURN TO OWNER,0
*MOXIE,CAT,DOMESTIC SH,ADOPTION,62
*NORA,DOG,POODLE MIN/MIX,TRANSFER,23
,CAT,DOMESTIC SH,TRANSFER,0
MASON,CAT,DOMESTIC MH,ADOPTION,60
ROSCO,DOG,ENG COONHOUND,RETURN TO OWNER,0
GOOFY,DOG,PIT BULL/MIX,ADOPTION,15
*TIMOTHY,DOG,CHIHUAHUA SH/DACHSHUND,TRANSFER,25
CHLOE,DOG,CHIHUAHUA LH/MIX,TRANSFER,19
NICKY,CAT,DOMESTIC SH,EUTHANIZE,24
NAKITTA,DOG,PIT BULL,RETURN TO OWNER,5
KENO,DOG,WELSH CORGI CAR/MIX,RETURN TO OWNER,4
,CAT,DOMESTIC LH,TRANSFER,11
*MURRAY,CAT,DOMESTIC SH,ADOPTION,80
MOCHA,DOG,BORDER COLLIE/MIX,RETURN TO OWNER,0
BILL,DOG,LABRADOR RETR,RETURN TO OWNER,3
MAKITA,DOG,DOBERMAN PINSCH,RETURN TO OWNER,14
NUVA,DOG,AUST CATTLE DOG/MIX,RETURN TO OWNER,1
*BELLA,DOG,CHIHUAHUA SH,ADOPTION,31
,OTHER,LOP-HOLLAND,TRANSFER,47
BUDDY,DOG,CHIHUAHUA SH/MIX,TRANSFER,13
MILO,CAT,DOMESTIC SH,ADOPTION,26
KRACKER JACK,DOG,BOXER,RETURN TO OWNER,6
,OTHER,DUCK,EUTHANIZE,0
GIZMO,CAT,DOMESTIC SH,RETURN TO OWNER,1
GUERITA,DOG,CHIHUAHUA SH,TRANSFER,5
,CAT,DOMESTIC SH,EUTHANIZE,5
*MONICA,CAT,DOMESTIC SH,ADOPTION,4
LOBO,DOG,LABRADOR RETR/MIX,RETURN TO OWNER,0
,OTHER,CHINCHILLA,TRANSFER,15
,CAT,DOMESTIC SH,EUTHANIZE,0
*UNO,CAT,DOMESTIC SH,ADOPTION,24
OSO,DOG,PIT BULL/MIX,RETURN TO OWNER,15
*TOOTSIE,DOG,DACHSHUND/CHIHUAHUA SH,TRANSFER,26
LUNA,DOG,PIT BULL/WELSH CORGI PEM,ADOPTION,13
,OTHER,SHEEP,RETURN TO OWNER,1
MIKE INOUYE,CAT,DOMESTIC SH,ADOPTION,14
TIM,DOG,LABRADOR RETR/PIT BULL,EUTHANIZE,15
BLUE,DOG,PIT BULL/MIX,RETURN TO OWNER,0
,OTHER,HORSE,TRANSFER,21
SKITTLES,CAT,DOMESTIC SH,RETURN TO OWNER,12
ZEKE,DOG,AMER FOXHOUND/MIX,RETURN TO OWNER,5
,DOG,PIT BULL,RETURN TO OWNER,1
CAPO,DOG,PIT BULL/MIX,ADOPTION,93
HARLOW,DOG,GREAT PYRENEES/CATAHOULA,ADOPTION,16
*BEATRIX,OTHER,RABBIT SH,TRANSFER,63
*RALPH,DOG,GERM SHEPHERD,ADOPTION,21
CAT,CAT,DOMESTIC SH,RETURN TO OWNER,9
*NICK,DOG,GERM SHEPHERD/MIX,TRANSFER,38
LEXI,DOG,BICHON FRISE/MIX,RETURN TO OWNER,0
,CAT,DOMESTIC SH,DIED,1
*HOMER,CAT,DOMESTIC SH,ADOPTION,7
JOEY,CAT,DOMESTIC SH,ADOPTION,76
,CAT,DOMESTIC SH,RETURN TO OWNER,1
,OTHER,GOAT,TRANSFER,10
BUDDY,DOG,GERM SH POINT/MIX,RETURN TO OWNER,7
ALPHA,DOG,GERM SHEPHERD,RETURN TO OWNER,0
PETUNIA,DOG,POODLE MIN,RETURN TO OWNER,0
SHERA,DOG,GERM SHEPHERD,RETURN TO OWNER,1
*GRETEL,DOG,GERM SHEPHERD/MIX,EUTHANIZE,32
,CAT,DOMESTIC SH,TRANSFER,3
LULU,DOG,PIT BULL,RETURN TO OWNER,0
LUIGI,DOG,CHIHUAHUA SH/MIX,TRANSFER,19
ROSCO,DOG,CHIHUAHUA SH,TRANSFER,50
*FERGI,CAT,DOMESTIC SH,ADOPTION,8
,DOG,CHIHUAHUA SH,EUTHANIZE,3
WYNONA,DOG,PIT BULL/MIX,RETURN TO OWNER,1
*STUART,DOG,CHIHUAHUA SH,ADOPTION,9
MOSHEP,DOG,LABRADOR RETR/GERM SHEPHERD,RETURN TO OWNER,0
LEILA,DOG,PIT BULL/SIBERIAN HUSKY,EUTHANIZE,28
PATCHES,DOG,PIT BULL,ADOPTION,94
*SLINKY,CAT,DOMESTIC SH,ADOPTION,50
,CAT,DOMESTIC SH,RETURN TO OWNER,0
MOLLY,DOG,QUEENSLAND HEEL/MIX,EUTHANIZE,29
*HOWARD,CAT,DOMESTIC SH,ADOPTION,43
DEJOS,DOG,CHIHUAHUA SH,RETURN TO OWNER,0
*CHELSEA,OTHER,OTHER BIRD,ADOPTION,16
NICO,DOG,GERM SHEPHERD,RETURN TO OWNER,3
LEVI,DOG,PIT BULL,ADOPTION,17
,DOG,GERM SHEPHERD,RETURN TO OWNER,0
BROWNIE,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,3
*MURPHY,CAT,DOMESTIC SH,ADOPTION,9
,CAT,DOMESTIC SH,EUTHANIZE,9
DOG,DOG,ROTTWEILER,RETURN TO OWNER,0
,CAT,DOMESTIC SH,TRANSFER,0
HUNTER,DOG,BEAGLE/MIX,ADOPTION,10
MATAYUS,DOG,PIT BULL,EUTHANIZE,34
DAISEY,DOG,AUST SHEPHERD/MIX,RETURN TO OWNER,16
,CAT,DOMESTIC SH,TRANSFER,0
SCARLETT,DOG,CATAHOULA/BORDER COLLIE,ADOPTION,8
SCRUFFY,DOG,CAIRN TERRIER/MIX,RETURN TO OWNER,0
STELLA,DOG,CHIHUAHUA SH/PUG,TRANSFER,8
,CAT,DOMESTIC SH,EUTHANIZE,7
,CAT,DOMESTIC SH,TRANSFER,6
,CAT,DOMESTIC SH,TRANSFER,5
KLEO,DOG,SIBERIAN HUSKY,TRANSFER,28
TIGRE,CAT,DOMESTIC SH,ADOPTION,10
DUSTY,DOG,CHIHUAHUA LH,EUTHANIZE,7
,CAT,DOMESTIC SH,EUTHANIZE,2
,DOG,DACHSHUND/MIX,TRANSFER,10
FRANKIE,CAT,SIAMESE/MIX,ADOPTION,13
,CAT,DOMESTIC SH,TRANSFER,19
*BONNIE,CAT,DOMESTIC SH,ADOPTION,14
,CAT,DOMESTIC SH,RETURN TO OWNER,11
KILLIAN,CAT,DOMESTIC SH,ADOPTION,10
NICO,DOG,CHIHUAHUA SH/MIX,RETURN TO OWNER,5
,OTHER,KOI,TRANSFER,56
,CAT,DOMESTIC SH,EUTHANIZE,9
MITZI,CAT,DOMESTIC LH,RETURN TO OWNER,4
*CONNOR,DOG,SHETLD SHEEPDOG/BORDER COLLIE,ADOPTION,13
COSMO,CAT,DOMESTIC MH,RETURN TO OWNER,1
JD,DOG,PIT BULL,RETURN TO OWNER,30
,CAT,DOMESTIC SH,TRANSFER,0
,CAT,DOMESTIC SH,TRANSFER,1
STELLA,DOG,CHIHUAHUA SH/MIN PINSCHER,TRANSFER,13
,DOG,PIT BULL/MIX,EUTHANIZE,19
LEO,DOG,MASTIFF/PIT BULL,ADOPTION,30
*GUS,DOG,POINTER/COCKER SPAN,ADOPTION,14
,CAT,DOMESTIC MH,DISPOSAL,1
,CAT,DOMESTIC LH,TRANSFER,7
NEGRA,DOG,GERM SHEPHERD,RETURN TO OWNER,1
TULA,DOG,RHOD RIDGEBACK/MIX,EUTHANIZE,17
*EARTH,CAT,DOMESTIC SH,ADOPTION,22
AUDIE,CAT,DOMESTIC SH,ADOPTION,14
COOPER,DOG,PIT BULL,RETURN TO OWNER,1
MILLIE,DOG,GERM SHEPHERD,RETURN TO OWNER,4
MAX,DOG,PIT BULL,RETURN TO OWNER,1
,DOG,DACHSHUND,TRANSFER,10
SAMANTHA,CAT,DOMESTIC SH,ADOPTION,7
RICKY,DOG,FOX TERR WIRE/PIT BULL,RETURN TO OWNER,21
*DAVID GONZALEZ,CAT,DOMESTIC SH,ADOPTION,18
*CLEO,CAT,DOMESTIC SH,TRANSFER,7
,CAT,DOMESTIC SH,TRANSFER,0
RUFUS,DOG,CHIHUAHUA LH,TRANSFER,29
,DOG,SIBERIAN HUSKY,EUTHANIZE,29
,CAT,DOMESTIC MH,EUTHANIZE,0
CHLOE,DOG,CHIHUAHUA SH,ADOPTION,32
COOPER,DOG,LABRADOR RETR/GERM SHEPHERD,ADOPTION,33
THEO,CAT,DOMESTIC SH,ADOPTION,42
*JACK,CAT,DOMESTIC MH,ADOPTION,5
,CAT,DOMESTIC MH,EUTHANIZE,1
BLADE,DOG,PIT BULL/LABRADOR RETR,EUTHANIZE,45
